SBD, Toan, Van, Ly, Hoa, Sinh, Anh
19014239,8.2,6.5,7.25,8,4.75,2.6
19014240,8.4,7,7,5.25,3.5,8.2
19014241,9.2,6.5,6.5,8,5.75,5.6
19014245,9,6.5,8.25,8.25,6,8.6
19014246,9,6.5,7.5,7.5,3.5,3.8
19014248,8.4,6.5,7.5,8,3.5,6.8
19014251,8.2,7.25,6.5,5,4.25,9.2
19014252,7.8,6.5,7.5,8,3.75,5.4
19014253,8.8,6.5,7.25,8,5,7.6
19014255,8.4,6.25,8,7,2.75,2
19014256,8.4,8,8,8,3.25,4.4
19014261,8.6,6,7.75,8.25,4.25,3.4
19014262,8.8,7.5,9,8,4.5,7.4
19014264,8.8,7.25,8,7.25,3.75,4.4
19014266,6.6,6,5.25,7,3.25,2.4
19014267,7.2,7.75,5.75,2.5,4.25,8.4
19014268,8.6,7.5,8.25,3.75,3.25,9.4
19014269,7.4,7,7,8.25,5,4.6
19014272,8.6,5.25,8.25,5,4.25,8.4
19014275,7.6,7,8,8.25,4.25,4.4
19014276,7.6,6.75,6.25,7.5,5,3.2
19014277,8.4,6.5,5.75,6.5,4.25,2.6
19014279,8.6,6.75,6.75,5.75,4.5,4.6
19014280,8,7,7.75,7.75,5.75,4.6
19014281,9.4,6.5,8.25,8.75,6.5,5.4
19014282,9,8.25,7.75,8.5,4.25,8.6
19014288,7.6,7,7.5,5.25,5.25,8.4
19014290,9,7.5,8.75,6.25,4.25,8.4
19014294,8,8.75,8.25,7.75,5.25,5.2
19014297,8,8.25,5,5.25,4.25,8.6
19014300,8.8,6.5,9.75,6.5,7.5,9.6
19014303,8.4,8,7.5,5,5.25,9.4
19014304,8.6,7.25,7.5,7.5,5,4.2
19014307,9,7,7.5,8,5.75,5.8
19014309,8.2,6.25,8,7.75,5,3.4
19014310,9.4,6.5,8.75,7.5,4.25,7.8
19014312,9.2,6.5,9,5,5.75,9.6
19014313,6.4,6.5,5,6.75,4.75,2.2
19014316,8,8.5,7,7.5,3.75,4.4
19014317,7.6,6.75,7.75,9,7.25,4.4
19014318,8.6,8.75,7,7.75,6.75,7
19014319,6.8,7.75,6,8,4.75,4.2
19014323,8.6,9,7.75,5,5.25,9
19014325,7.8,8.25,5.75,2.25,3.25,8.4
19014327,8.2,7.5,7.5,8,4.25,5.6
19014332,8.6,7.25,7.75,8,5,7.2
19014335,9.4,8.25,8.5,8.25,5.5,9.8
19014337,8.4,7.5,7.5,7.5,3.5,3
19014340,8.4,5.75,7.75,7.5,4.25,3.8
19014341,8,6,8.5,8.75,4.5,3.4
19014342,7.8,6.5,7.25,8.25,4.25,3.4
19014343,7.6,7,4.5,7,4,3.2
19014344,8.8,7,8.25,8.75,5,4.6
19014345,9,5.75,6.25,3.75,3,7
19014346,6.6,7.5,6.75,7.5,4.25,3.4
19014347,8.8,8,8,4,5.5,9.4
19014348,8.4,6.5,6.5,7.75,3.25,3.8
19014349,9.4,6.25,7.25,8.5,5.25,7.2
19014353,8.6,7.75,7.75,6.75,6.25,9
19014355,8.2,6,6.5,9,3.5,3.4
19014356,9.6,8,8.75,8.75,4.75,7.2
19014357,7,6.75,5.25,3.75,4.25,2.2
19014363,8.8,7,5.75,5,4.5,8.4
19014368,8.4,6.5,7.75,7.75,5,6
19014370,8.2,5.5,8.5,7.75,5.25,4.4
19014371,9.4,6.5,9,8.5,6,9.4
19014376,8.8,7.5,7,6.75,5.75,3.6
19014382,8,6.75,4,6,8.5,6
19014384,8.6,7.5,5.75,7.75,6.25,3.4
19014385,8,6,3.25,7.75,7,4.4
19014389,8.4,7,8.25,7.75,7.75,6.2
19014390,9,7.75,8,7.5,4.5,4.2
19014392,8.2,6.5,7,7.5,5,4.2
19014396,8.2,7,8.25,8,4.25,3.6
19014399,8.2,6.75,8,8.25,5,6.8
19014403,7.8,7,6.75,6.75,4.25,6.2
19014404,8,5.75,4.25,7.5,5,4.8
19014407,8.6,6.5,8.5,8,4.75,8.4
19014408,8.4,6.75,8,8.5,8.75,5
19014409,6.6,7,7.5,7.75,4.25,4.8
19014412,8.8,8.25,8.25,5.5,5.25,8.8
19014413,6,7.5,5.5,5.75,5,5.6
19014425,8.6,7,7.5,8.25,4.75,6
19014430,9.6,8,9,8.25,6,7.8
19014432,7.6,6.5,7.25,5.25,3,3.2
19014433,8.8,7.25,7.75,7,6.75,9.6
19014435,8.4,8.25,4.5,5.5,5.25,7.4
19014436,8.8,8.25,8.75,7.75,6.75,7.6
19014437,8.4,6.75,6.25,5.25,4.25,2.8
19014439,8.8,8,8.75,8,5.5,7.2
19014443,7.2,7,5.75,5.25,4,2.8
19014444,8.6,8.25,7.25,7.5,4,6.4
19014445,8.2,5.25,7,7.5,4.25,5.8
19014447,8.8,8.75,7.75,8.25,5.25,7.2
19014448,8.6,5.75,8.5,6.5,4.5,9.2
19014453,8.2,7,6.5,7.25,5,8.2
19014456,8.2,8.75,7.5,6.5,5.25,8.8
19014458,7.4,8,7.75,7.25,4.5,7.4
19014460,7.8,7.75,6.25,5.75,4.75,7.8
19014461,8,7.5,8,8.5,5.75,7.6
19014462,5.6,8.25,5,6,5.25,7.8
19014465,8.6,7.5,8,8.25,4.25,4.6
19014466,8.2,6.75,6.5,8.25,2.75,4.6
19014469,7.8,6.25,6.75,6,4.5,7
19014472,8.4,7.5,9,9,5.5,8
19014473,8.8,6.5,9,8.75,5.25,5.8
19014480,9.4,6.25,8.75,6.25,3.75,9.8
19014481,8.4,6.5,6.75,6.75,3.5,5.4
19014483,8.6,7.25,6.25,8.5,7.5,7.8
19014485,7,7.25,4.5,5.5,5.75,6.8
19014486,9.4,9.5,6.5,5.25,3.75,9.6
19014487,7.8,9,6.25,7,4.25,9.8
19014488,8.6,8.5,8,8,4.5,6.6
19014491,8.4,7.5,7.75,6.5,4.5,5
19014493,8.4,7.75,6.5,5.5,5.5,4
19014494,8.8,6.75,8.5,7.25,4.75,4
19014495,9.6,8.75,9,10,6,9.2
19014496,8.4,8.5,7,4.25,4.75,9.4
19014497,8,8.25,3.5,6.75,5.5,5.2
19014500,8,8.25,3.5,4.5,2.25,8.2
19014503,9,6.75,7.75,7.75,5.5,5.8
19014504,8,5.75,5,6,3.5,2.8
19014508,8.6,7.5,7.75,7.5,4.25,6.6
19014509,9.4,8.25,8,6,5,9.6
19014516,8.6,7,7.5,7.5,4.75,5.6
19014521,6.8,7,3.25,5.5,4.5,5.4
19014523,7.6,7.25,7.75,7.75,6,9.6
19014527,8,6.75,5.25,5,4.25,8
19014529,9,8,7.5,7,5.25,9
19014530,9.6,8.25,8.5,8.75,5.25,6
19014531,8,7,8,7.25,6.5,4.8
19014534,9.4,6.25,3.75,8.5,8,6.2
19014539,8.8,8,8,8.5,5.5,6.8
19014549,9.4,6.25,8.5,7.75,4.75,5
19014550,7.2,7,5.75,6.75,5.5,4
19014551,8.2,6,5.75,8.5,5.25,1.4
19014554,8.6,6.75,8.5,7.5,4.25,5.4
19014555,7.4,5.5,6.75,5.75,5,3.4
19014557,8.4,6,5.5,6.5,5,4.4
19014558,8,5.25,5.25,7.25,5,5.2
19014559,8,6.75,8,7.5,7.75,8
19014560,8.6,7.25,8.25,8,5.5,7.4
19014561,7.6,5.25,4.25,7.25,7.5,2.8
19014567,9.6,7.25,8.75,9.25,5.5,6.6
19014569,9.6,8.75,8.75,8.75,5,7.6
19014576,8.4,7.5,6.25,7.75,8,7.8
19014580,8,7,7,7.5,3.5,6
19014584,8.4,8.5,5.75,8.25,8.25,6.4
19014585,8,7,4.75,8,7.75,3.4
19014586,8.4,7,8.25,8.5,5.75,5.6
19014587,8.8,7.75,8.75,8.25,3.75,7.2
19014588,9.4,8,8.75,9,5,7.8
19014590,8.2,8.25,8.25,7.5,6,9.4
19014592,9.4,8.5,8.25,8.5,5.5,8.6
19014595,9.2,9,7.5,7.5,4.25,9.2
19014597,8.2,8,7.25,7.25,4,6.2
19014599,8.2,7.75,6.5,6.75,4,6.2
19014602,7.4,7.5,5.5,7.75,6,3.6
19014603,9.2,7.25,7.75,8.25,1.75,5.6
19014605,8,4.5,7,7.75,4.5,3.8
19014606,8.6,7.25,6,5.75,4,6.4
19014607,8,7.25,5.5,6.5,3.5,4
19014608,7.8,8.5,7,7.25,4.25,7
19014609,8.6,8.5,7.5,7.5,6.25,7.2
19014610,8.4,7.25,7,6.75,5.25,8.6
19014611,9,6.25,8.5,7.25,4.5,4
19014614,6.6,5.5,4.25,3.5,3.75,2.8
19014616,9.2,7.25,6.75,8,4,6.8
19014618,7,7.25,5.75,6.25,1.75,3.8
19014622,8,7.75,8.25,7.25,3.5,5.6
19014623,8.6,8,6.25,8.25,9,7.2
19014628,8.4,7,8.25,7,5,5.4
19014629,8.8,7.75,7.75,7,5.25,7.8
19014631,9.4,8.5,6.25,8.75,9.5,7.4
19014634,8.6,7.25,6.5,7.25,4,3.4
19014635,8.4,7,6.75,7,4.5,6.6
19014642,9,6.5,8.75,8.75,4.75,7.6
19014644,8.6,7,8,7.5,3.75,4.2
19014645,8.6,7.5,7.25,7.25,6,4.2
19014646,8.4,7.5,9,8,4.75,7.4
19014648,8.4,6.5,7.5,8,4.75,6
19014654,7.8,6.25,7.75,7.25,4,4.8
19014655,8,5.25,6.5,8,6.5,6.6
19014656,8.6,5.5,6.5,7,3.5,7.4
19014657,7.8,5.5,5.25,7.25,6.75,4.2
19014660,7.6,6.75,6.5,8,5,5.8
19014661,8.8,7.75,8.25,8.75,4.75,7.8
19014664,9.2,7.75,8.75,9,7,8.4
19014665,9.4,6.75,8.75,8.75,4,8.6
19014666,8.6,7.25,8.5,9.5,6,8
19014668,4,7,3.5,4.75,3.25,5.2
19014671,8.2,5.25,7.75,7.5,6.25,5.6
19014674,7.8,7.75,5,6,4.25,5.4
19014675,9.8,7.25,8.5,10,6.75,9.6
19014676,6.8,6.5,4.25,6,5,4.8
19014680,8.8,7.5,6,7.25,6.75,5
19014682,7.6,8,5.25,6,6.5,3.8
19014683,9.2,6.25,7.75,8,5.5,4.2
19014685,9.4,8,5.75,8.5,4.5,9.4
19014686,8.8,8,8.25,7.25,4.75,7.6
19014690,6.6,7.5,6.5,6.25,5.75,5.2
19014691,8.4,7.5,6.75,7.25,5,5
19014692,6.8,7.25,5.5,6.75,6.75,3.4
19014693,7.6,7,6.5,7.75,3,3
19014697,7.4,8,3,8.5,6,4.6
19014700,8.2,7.5,7.25,7.5,4.25,4.8
19014705,8.2,6.5,5.25,4.25,3,7.2
19014710,9,8,7.25,8.5,5.5,6.4
19014712,8.8,8.25,8.25,8.25,6.5,9
19014713,8.6,8,8.25,8,2.5,8.4
19014715,8,7.25,6.25,6.75,5.5,4.6
19014717,8.4,8.25,5.5,5.5,4.5,9.4
19014718,8.2,6.5,7.25,8,4.5,6.8
19014719,9,7.25,8.25,7.5,6.25,7.2
19014721,8.8,7.75,8,8,4.25,6.4
19014722,9,8,7.75,8.25,5.75,8.2
19014727,8.8,6.25,7,4.75,5,9.4
19014728,7.4,7.75,5.25,4.75,4.5,4.6
19014729,9.2,8,7.75,9.5,5.75,8.2
19014733,8.8,7.5,7,8.25,9,6
19014734,9,7.75,8.25,8.75,6.5,8.6
19014735,7.8,7,7.5,8,4.75,5.6
19014736,8.2,6.25,7.25,7.5,5.25,4.4
19014737,8.8,7.5,7.5,8.25,4.25,3
19014738,8.6,7.5,7.5,8.75,5.25,5.6
19014741,7,6.5,6.5,6.5,5,7.8
19014749,8.4,7.5,8.5,7.75,5.5,8
19014753,9.6,8.5,8.25,8.25,6,8.6
19014754,8,8.25,6.25,6.25,4.5,3.8
19014756,8,6.5,8,7,3.75,6.4
19014757,8.6,7.25,7.75,8,4.5,5.8
19014759,8.6,7.5,6.75,8.25,6.75,3.6
19014765,8.2,8,7.5,8.25,3.5,7
19014767,7.8,7,7.75,9,5.25,5.8
19014768,9,6.5,7.75,7.75,4.5,6
19014769,7.6,6.25,6.25,5.5,4,3.6
19014770,7.8,7.5,5.75,7.75,7,5.8
19014771,8,5.25,6.5,7.25,6.25,5
19014773,8.4,7.25,6.75,4.75,5.5,8.4
19014775,7.8,7.25,7,7.75,4,5.8
19014776,8.6,7.25,6.5,8,4.25,4.6
19014778,8.8,7,4,6.75,6.5,3.8
19014782,7.6,4.5,5.25,5.25,3.75,6.4
19014783,8.8,6.25,6.5,7.5,3.75,5
19014784,7.8,7.25,5.5,5.5,5.5,5.4
19014788,8.6,6.5,4.25,9.25,8,4.4
19014791,7.4,7.75,7.25,7.75,6,6
19014792,8.4,8.5,7.25,8,4.25,5.8
19014797,8.6,8.5,8.75,7.75,5.75,9.6
19014801,8.2,7.5,5.5,5.5,4.75,6.4
19014803,8.6,8.5,8.25,7,4,10
19014804,8.2,8.25,4.25,5.25,5,5.8
19014806,8.8,7.25,7.75,8.5,5.5,6.6
19014807,6.8,7.75,6.5,5.25,7,5
19014808,8.4,7.75,7.5,7.5,4.75,7.4
19014815,7.2,7.25,6.5,6,6,4.8
19014816,8.2,7,6.75,8.5,5,7.8
19014821,8.6,8.75,8.25,8.5,7,6.6
19014823,7.8,7.25,6.5,6.25,3.75,8.8
19014824,8.4,9,8.25,7.5,3.5,10
19014826,6.4,7.75,6,7.5,5.5,5
19014831,8,7.75,6.75,7,4.5,9.4
19014832,7,8,6,8,5.75,7
19014834,8.4,7.75,8,7.75,6,3.8
19014836,9,6.5,5.25,8.25,6.5,5
19014837,8.4,7.5,6,4.25,4.75,9.2
19014838,9.6,7.25,8,9.25,8,6.6
19014841,7.8,6.75,7.25,8.5,4.25,8.4
19014842,8.4,8.25,8.25,7.75,5.25,3.8
19014843,8,8.5,8.25,8.5,5.5,7.6
19014844,7.4,8,7,7.25,5,4.2
19014845,8.6,8,8.25,7.25,2.75,4.8
19014846,8.4,7.5,6.5,8.5,5.75,3.4
19014851,8,6.75,6.5,7,6,4.2
19014853,9,8.25,8.5,8.25,5.25,7.4
19014854,9.2,8.5,9.25,7.75,6.75,9.8
19014856,7.6,8.5,7.25,5,4,5.2
19014857,9.2,8,8.75,9.5,6.75,7.6
19014859,7.8,8,6.25,7,4.25,3.8
19014860,8.8,7.5,7.75,8,6.25,7
19014867,7.4,7.25,5.75,6.75,4.25,4.6
19014874,8,6.5,3.25,6.75,5.5,6.4
19014876,8.6,7,7.25,7,2.5,5
19014881,8.4,8.5,5.5,4.25,3.25,9.6
19014884,8.6,8,6,5.75,5,8.8
19014885,8.6,7.75,7.75,8.5,5.25,6.2
19014886,8.8,7.5,8,8,4.25,6.4
19014888,9,7,8,9,4.5,7.6
19014889,9,7.25,8,7.5,4.75,5.6
19014892,8.8,8,7.75,8,4,8
19014896,9.6,6.75,8.75,8.25,4,4.4
19014898,8.4,7.25,8,8.25,4.75,4.6
19014899,8,7.5,7,6.5,5.75,7.8
19014900,8.6,7.25,6,6.5,4,6
19014901,7.8,7.25,4.75,6.75,6.5,4.8
19014902,7,8,5,4.75,5,6.4
19014903,8.2,8,8,8.5,6.5,6.2
19014905,8.4,8.25,8,7.25,5.5,8.8
19014908,8.2,8,6.75,8.25,4.75,3.4
19014909,8.2,8,7,7,5.75,8
19014911,8.4,5,6.5,7.25,4.75,4.8
19014912,7.4,5,6.25,7.5,3.25,3.2
19014914,7.4,6,4,5.5,6,4.8
19014915,6.6,5.25,5.5,4.5,5.5,4.2
19014916,7.8,7.75,6.75,5.5,3.75,5.2
19014917,8.2,8.5,6.25,8.75,9.5,7.8
19014919,9.6,7,8.5,5,4.5,10
19014920,8.8,7.25,7.25,9,8.5,7.2
19014925,8.6,7.5,7,7,5,3.6
19014933,7.8,7.5,5,6.5,3.75,6
19014934,8.2,8,8,8.25,3.75,7.2
19014936,8.6,7.75,7.75,8.75,4.5,6.4
19014937,8.6,6.25,7.25,8,3.25,8.2
19014938,8.2,6.75,7.25,8,6.25,7.2
19014941,9,7,8,5.75,6,9.2
19014944,8.4,6.25,6.5,7.75,6,3.2
19014951,8.6,5.25,6.25,7.75,2.75,2.6
19014955,8.2,8,8.25,7.5,4.75,6.4
19014958,8,8.5,5.5,4.75,5,7.2
19014960,8.4,5,6.75,7,4.5,3.6
19014962,8.6,6.5,8,8.5,3.5,7.6
19014963,6.8,4.5,6,5.75,4.25,5
19014964,9.2,7.5,8.5,9.5,6.5,6.6
19014965,9,8,4.5,8.5,9.25,7.6
19014966,9.4,7.75,8.5,6,5,8
19014968,8.4,8,7,8.75,5.25,9
19014969,8.6,8.5,8.5,8,4.75,5.8
19014970,8.4,6.25,7.5,8.25,5.5,7
19014971,8.4,7,6.25,8,3.25,2.8
19014972,9.8,7,8.25,8.75,4.5,8.4
19014975,8.4,8.75,6.5,7.5,4.25,7.2
19014976,8.2,9,7.5,8,4.75,3.8
19014978,8.2,6.5,2.75,7.75,6,3.6
19014981,8.6,7.75,8,8.5,6,8.4
19014987,9.2,8.25,8.75,9.25,6.75,7.8
19014990,7.8,6,7,4.5,3,6.2
19014994,8.6,8,7.25,8.25,9.25,7.4
19014999,7.2,7,3.75,6,6.75,3.8
19015003,7.8,7.75,5.5,7.25,5,5.6
19015004,8.2,7,7.5,7.5,4.75,7.6
19015007,9.2,5.25,8.75,7.75,3.5,3.8
19015018,7,7.75,3,5,5.25,4.6
19015020,8.4,7.25,8,8.25,4.5,7
19015021,8.2,6.75,1.75,6.75,7.5,3.6
19015022,8.2,8,6.75,5.25,2.5,8.8
19015023,7.8,8,7.25,7.75,6.5,6.8
19015026,8.6,7.25,8,8,4.75,4.6
19015027,8,8,2.5,5.25,5,6.4
19015032,9,7.75,7.5,7.75,4,6.8
19015033,8.6,6.75,7,7,3.25,4.6
19015036,8.4,7.25,7.5,7.75,6.75,6
19015038,8,7.5,7.75,7.75,5,3.8
19015041,8.6,7.5,5.75,5.75,5.25,3
19015043,8.4,7.75,6.75,7.75,4.75,7.2
19015044,9.6,7.25,8.25,9.25,10,8.8
19015045,9,7.25,7.5,7.75,4.25,4.8
19015048,8,4.5,8,7.75,5,3.6
19015052,8,7.5,7,6.5,4.5,8.8
19015053,8.2,8,6.25,8.5,6.25,4.4
19015054,8.2,5.75,7.25,7.25,3.75,8.6
19015055,8.8,5,8,8,6,6.6
19015056,8.8,7.75,8.5,9.25,7,8
19015057,9,8.5,7.75,8.25,6,8.4
19015067,9,8.25,5.5,4.75,4.25,7
19015071,8.6,7.5,8,7.75,5.25,4.8
19015076,8.4,4,7,8,2.75,5.8
19015077,8,8.25,8.5,7.75,4.5,5.8
19015078,8.4,7.25,8,8.75,6,7
19015083,7.8,7,6.75,8,3.25,5.2
19015092,8.2,8.75,4.5,8,7.25,4.8
19015093,9.2,7.25,8,8.5,6,7.4
19015094,8.4,6.75,7.5,8,5.25,6.4
19015095,8.2,7,6,4,4,7.4
19015096,4.8,6,4.75,5.25,4.5,4.4
19015098,7.4,6.5,4.25,4.25,5.5,4.6
19015099,8.6,6.75,7.75,8,4,6.8
19015100,7.4,6.25,6.5,5,3.75,6.8
19015101,7.4,7.5,7.5,7.5,4.25,3.2
19015104,8.8,6.75,8.25,8.5,5.5,9
19015107,9,8,8.25,8.25,6.5,8
19015108,7.2,6.25,5,6.5,4.5,6.4
19015110,8.8,7.75,8.25,9.25,4.75,8.2
19015112,8.2,5.75,8.25,7.75,4.25,4.2
19015113,7.8,7,8,7.5,4.25,3
19015118,8.4,8.5,7.5,6.25,3.25,5.4
19015119,8.2,6.25,5.75,7.75,4.25,4.6
19015127,8.2,8,7.5,6,6.25,9.6
19015129,8.2,5.75,8,5.5,4.75,8.6
19015130,8.6,5.75,7,6.75,4,5.4
19015131,8.4,6.75,8,8.5,3.25,6
19015139,9.2,7.75,8.25,6,4,9.6
19015141,9.4,6.25,9.25,8.75,5.25,7.8
19015146,8.8,6.75,7.5,6,4.5,9.2
19015148,9,7,6.5,6.25,4.5,4
19015149,8.2,7.5,8,7,5.25,4.6
19015150,9,8,6.5,9.5,9.75,7.8
19015151,6.2,7.75,5.5,6.25,4.5,4
19015152,8.8,7.5,6.5,8.25,7.5,8
19015153,8.4,4.75,6,6.75,4.25,3.4
19015155,7,8,6,4,5,8.2
19015157,6.8,7,4.25,6.5,6.75,4.2
19015158,8.8,7.25,7.5,8.75,4.5,4.8
19015163,7,6.5,5.75,5.25,1.5,5.6
19015165,8.4,7,7.5,7.25,5.75,9.2
19015169,8.4,7,7.25,8,4.75,5.8
19015170,8.4,8,3.75,7.5,7.5,6.2
19015172,8,7.5,3.5,5.5,5,3.4
19015173,8.6,7.75,4.25,7.5,8.25,5.8
19015176,8.2,7.75,7,6.5,3.75,4
19015179,8.2,7.5,6,8.5,6.75,5.4
19015180,8.6,7.25,8.75,7.75,5.75,5.2
19015188,8.8,7.5,9,9.25,6.25,7.2
19015190,7.8,5.25,8.5,9,4.25,9.4
19015196,7.4,6.75,5.25,5.25,4,4.6
19015197,7.4,6.5,6,5,5,6
19015199,5.8,6,4.5,4.25,4.25,4.6
19015200,8.8,6.25,8.75,8.5,5.75,8.2
19015205,7.4,7.5,6.75,6,4.5,6.4
19015212,8.6,6.5,7.5,7.5,5.5,4.6
19015213,9,7.5,8.75,9.75,6.25,6.2
19015215,8.6,7.75,7.5,8,8.25,7
19015216,8.8,8,8.75,8.5,5,9.4
19015218,9.2,8.25,7,7.5,7.75,8.8
19015220,6.8,7.5,4.5,5,4,3.4
19015222,7.6,7.5,4.75,6.75,4.5,7
19015224,8.8,4.75,6.25,6,4,4.8
19015225,8.6,6,8,8,6,9.6
19015227,9,6.25,8.25,8.75,5.25,8.8
19015235,7,8.5,6.75,6.75,3.5,4.6
19015240,7.4,7.75,5.75,4.75,4.5,5.2
19015245,7.6,7.25,7.5,7.75,6.25,5.2
19015249,8,5.75,5.5,5,4.75,5
19015250,8.2,7.5,7.25,8.5,6,6
19015251,7.8,7.25,7.75,6,5,6.2
19015257,8.6,6.5,7,7,4.75,5.8
19015263,7.6,7.75,7.25,3.75,5,9.2
19015269,8.6,6.75,9.75,9,6,7.8
19015279,6.8,7,5.5,6,6,6
19015280,5.8,6.5,4.5,6,5.25,4.2
19015281,5.2,6,5.5,4,3.5,4
19015282,7.8,6.5,7.5,8,5.75,4.8
19015291,8.2,7.5,7.25,9.25,10,8.4
19015292,8.8,8,8,8,5.5,7.2
19015294,9,6.75,8.5,8.75,5,6.6
19015295,7.4,5.75,5.75,6,4.75,5.8
19015296,8.4,5,7.75,8.75,5.5,7.4
19015300,7.6,7,6.75,7,5.75,4.6
19015303,8.2,7.5,8,7.75,5.25,6.8
19015310,8.6,5.75,7.5,8.25,5.25,4.6
19015312,7.8,7.75,8.5,8,5,6.4
19015314,8.6,6.5,7.75,5.5,6.25,8
19015315,9.2,4.5,8.75,10,6.25,8
19015317,7.6,6,6.5,6.5,5.25,4.2
19015318,8.6,6.25,6,8.25,5,5.6
19015319,8.2,7.25,8,5.25,3.25,5
19015321,6.8,6.25,4.75,5.5,4,6.2
19015322,8.6,6,8.75,9,5.75,7.4
19015325,8.2,6.5,5.75,4.5,6.25,6
19015326,9.6,7.75,7.75,8,9,9.2
19015330,8.4,7,8,7.25,5,6.6
19015334,8.2,5.5,5,5.75,3.25,7
19015335,7.8,7.25,6.75,8,6.25,7
19015336,8.2,5.5,6.75,8.25,4.75,5.4
19015344,8,7.75,7,7,7.25,8.4
19015345,8.8,6.75,6.5,7.5,5.75,5.6
19015347,8.2,4,6.5,7,4.75,2.8
19015348,7.8,5,6.5,8.5,5.25,4.6
19015349,8.4,5,5,8.25,7.5,3.4
19015350,8.2,5.75,7.5,8.25,5.25,5.8
19015355,7,8,4.5,6.5,4.75,4.6
19015357,7.6,7.75,6.5,7.25,6.25,7.8
19015360,6.6,6.75,4.75,5.25,5.5,5.8
19015365,8.4,7.25,9.25,8.5,7,8.8
19015369,8,6.5,8.25,8.25,6,6
19015376,8.2,7,6.75,8,6.25,3.6
19015378,7.8,8,8.25,7.75,4.25,5.8
19015380,7.2,7.5,5.25,7,5.75,5.4
19015384,8.8,7,6.75,6.75,3.25,5.4
19015385,8.8,7,7.25,8.5,6.25,5.6
19015387,8,7.75,7.25,8.5,4.75,6.4
19015393,8.6,7.75,8.25,7.75,6.5,6.8
19015396,6.8,6,7,6.75,7.5,7.2
19015397,7.8,5.5,6.5,8,7.25,7
19015400,7.8,5.75,7,7.5,5.5,7.8
19015402,8.4,8.5,7.5,7.75,4.25,7.2
19015403,8.4,5.5,8,7.75,5.5,5.2
19015404,8.2,5.25,6.75,6.5,5.75,5.8
19015416,8.8,6,6.5,5.75,7,6.8
19015420,8.8,7,8.5,9.25,5.5,8.6
19015424,8.2,7,8,7.5,5.75,6.8
19015432,8,7.75,7.75,8,7.75,9
19015442,6.8,6.75,6.5,7.25,5,4.6
19015444,8.6,8.25,9.25,8.75,4.5,8.4
19015445,7,6.5,5.5,6.25,5.5,4.2
19015446,7.8,5.5,5.75,4,5.5,4.8
19015447,8.2,7,8.75,8.25,7.75,4
19015448,7.8,6.5,6,4.5,5,4.2
19015449,8.6,7.75,8.25,7.75,5.5,5.8
19015455,7.6,6.5,7.25,7,6,4
19015464,8,7,6.5,6.25,5.75,6.6
19015465,7.2,5.75,5.75,6.75,5,5.8
19015469,9,6.5,7.75,8,5.5,6.6
19015470,8.6,6.5,8,8,6.75,7.4
19015472,7,8,7,7.25,5.25,6.4
19015477,8.2,7.75,7.75,8,6,7.4
19015483,8.4,7,7.75,9.25,2.75,4.2
19015490,7,6.5,6,6.75,6,5.6
19015491,8.2,5.25,7.5,8.25,4.5,6.4
19015492,8.6,6.25,7,8.25,6,5.8
19015497,8.6,7.75,8,7.5,6.75,8
19015499,8.2,6.75,7,7.75,5,5.6
19015502,9.2,7.25,7.25,7.75,6,6.6
19015504,7.8,8.5,7.75,7.5,6.5,7.6
19015512,8.6,7.75,8,8.5,5.25,8.6
19015513,8.8,7.75,9,8.75,6.25,3.8
19015514,7.8,8.25,2.5,4.75,5.25,4.6
19015516,8.6,7.25,7,8.25,6.5,7.2
19015518,8.6,8,8.25,8.75,5.5,8
19015519,8,7,6.25,7,5.75,4.8
19015523,7.4,7.25,7.25,4.75,6.75,5.8
19015525,8.8,7.75,7.75,8.5,9.25,6.8
19015538,8.2,8.75,6,6.25,5.25,8.8
19015539,8,7.75,8,7.25,6.75,7.8
19015541,8.6,6.75,6.75,9.25,6.75,5.6
19015543,8.4,6.5,8.25,8.75,5.5,6.4
19015554,8.2,6.5,7,8,7,8
19015558,9,6,7,5.75,4,4
19015559,8,6.25,6.5,8.5,6.5,6.6
19015565,8.4,6.5,6,8.5,9.25,8.4
19015569,9.8,6.5,8,9.25,6.5,7.2
19015573,9.2,7,8.25,7.75,7.75,9.4
19015581,6.8,7.25,3.75,4.5,5.5,6.8
19015585,6.8,7.25,4.75,5.5,3.5,7.6
19015590,7.8,6.5,7.75,8.25,6.25,5.8
19015594,8.2,7,6.5,6.75,5.75,6
19015595,9,6,8,8.5,5.25,5.8
19015596,8,6.5,7.75,8.25,8,8.8
19015597,6.6,7.5,4.25,6.75,3.75,8
19015600,8.8,6.5,7,6.75,2.75,4.4
19015601,7.8,7.25,8.25,8.5,7,8.6
19015602,8.8,6,7.25,6,5.75,5.2
19015604,9.4,7.5,7.75,7.75,6.5,5.2
19015607,7.2,6.75,6,6.25,5.75,5.4
19015608,3.2,3,4,4.75,4.75,5.8
19015610,9,6.75,8.25,7.25,4.75,7.4
19015613,8.8,7,7,8.25,5.25,7
19015617,8,7,6.5,7.75,3.75,7.6
19015620,8.2,5,7.75,7.25,7.25,6.6
19015622,8.4,7.75,6.5,9.25,9,6.6
19015623,4.4,3.25,1.5,3.5,3.5,4
19015628,8.4,7.5,7.5,6.75,5.75,6.6
19015634,7.8,6.5,7.25,7.75,6.5,6
19015636,7,7,3.5,8.75,6.25,7.6
19015641,8.8,5.5,8,8,6.25,8
