SBD, Toan, Van, Ly, Hoa, Sinh, Anh
19012552,8.2,5.25,7,6.75,4.5,3.8
19012560,7.6,7,7,3.75,4.25,6.8
19012564,8,8.5,6.25,7.5,5,7.4
19012568,8,7.5,7.25,8,5.25,7
19012571,9.2,6.5,7.25,7.75,5.25,6.2
19012574,8.2,7.5,7.5,8.75,3.75,2.8
19012581,8.2,6,6.75,7,3.5,4.2
19012582,7.8,7.5,7.5,8,7.25,6.2
19012583,8.2,8,6.75,4.75,5.75,8.2
19012589,6.6,6.5,5,5.75,4.25,4.2
19012591,8,7,6.25,7.5,4.25,4.2
19012592,8.4,7.75,6.5,8,4.75,5.4
19012595,6,6.75,5.5,5,4.25,4
19012598,7.4,7.25,5.5,7.75,8.5,5.6
19012601,7,6.75,6.25,5,5,2.8
19012604,9,5.75,8.25,8.75,3,4.4
19012607,8.4,7.5,8.25,7.75,6.25,4.6
19012613,6.4,6.5,5.75,5.5,3.25,4
19012614,7.6,7,6,7.75,6.25,7
19012615,9.2,8.25,8.25,8.75,5.5,7.6
19012616,7.4,6.75,4.75,8,2,4.4
19012620,6.8,8,7,6,6.25,8.2
19012624,8.6,7.5,7,7.5,6.25,6.8
19012628,7.2,7.25,6,7.5,4.75,3.4
19012632,7.6,6,5,7.25,4,2.8
19012642,8.8,7,6.75,8.25,4,6
19012643,8.4,7.5,7.25,7.25,5.75,7
19012645,8.6,6.5,7.5,7.5,5,5
19012648,7.4,6.5,7,7.5,4,5.4
19012649,8.2,6.75,5.5,8.5,4,8.8
19012653,8.6,5.75,6.75,6.75,4.75,4.2
19012656,8.2,7,7,8.25,5,6
19012666,9,7,6.5,6.5,4.75,2.8
19012668,7.6,8.25,8,8,6.5,6
19012674,7.6,6.75,7.25,7.75,3.25,4.2
19012679,8.2,7.75,4.75,6,5.5,6.2
19012683,7.2,5.5,8.25,4,5,8.6
19012685,8.4,7.75,8.5,9,5.5,6
19012686,7.6,8.5,7.25,7,3.5,6.6
19012687,9.2,8.25,7.75,8.25,5,6.8
19012689,8,5.75,7.25,7.5,4.75,5
19012690,7.8,7.25,6.5,6,4,7.6
19012693,6.4,8,6.25,7,7.25,5.2
19012694,8.2,7,7.25,7.25,3.75,4.6
19012695,7.4,6.75,5.25,4,4.5,4.6
19012696,7,7.5,5,7.5,3.75,4
19012702,7.6,7.25,8.5,8,6.75,6.2
19012711,7.4,8.25,7,7,5,7
19012714,7.6,7.75,7,3,4,9
19012717,9,8.25,7.5,9,7.5,8.8
19012723,7.2,6,2,3.25,1.75,8.2
19012724,7.4,7.25,5,6.5,5,6.4
19012728,7.2,7,6.5,7.5,4,4.6
19012735,8.4,7.5,6.75,8.25,2.5,6
19012738,8.4,6.75,6.75,7.25,5.75,4
19012745,8.6,7,8.25,8.25,4,6.8
19012753,7.8,7.25,7,6.5,4.75,3.4
19012755,8.4,6,8.25,7.25,6.5,5.4
19012757,7.2,7.5,7.25,5.25,5,5.4
19012761,8.2,4.5,5,5.75,4.25,5.6
19012764,8.8,6.5,6,7.75,3.25,4.6
19012767,8.4,5,7,7.75,3.75,4
19012771,7.2,6.25,6.75,7.5,6.25,3.2
19012774,8.2,7.25,6,7.5,3.25,5.4
19012775,6.4,6.75,5,4.25,4.5,5
19012776,8,6.25,8,4.25,5,9
19012777,9.2,6.25,9.25,8,3.25,6.2
19012779,8.4,7,7.75,7.5,5.25,5.8
19012784,7.6,6.25,7,4.75,4.25,8.6
19012786,8,8,7.5,7.25,3.75,8
19012787,8.2,7.75,7.25,8,3,4.2
19012788,8.2,8.25,8.25,6.5,4.25,4
19012791,8.8,5.25,6.75,8.5,5.75,4.2
19012794,6.6,7.25,5.75,6.75,5.75,5
19012797,8.4,5.75,7.25,7.5,4.25,6.8
19012798,8.4,7.5,5.5,7,4.25,4.2
19012802,7.8,6.25,5.75,8,5.25,7.4
19012803,7.8,7,8.75,7.5,4.5,7.8
19012805,7,6.25,6,6.25,4.5,3
19012808,7.2,7,7.75,3.75,5.75,5
19012811,8.6,7,7.5,7.5,6.25,6.8
19012812,6.6,7,7,8.25,3.25,6.6
19012813,8,6.5,7.5,7.75,3.75,4.2
19012821,8,6.75,7.25,3.75,3.5,3.8
19012827,8.4,6.25,7.5,7.25,4,3
19012828,7,5.75,4.5,6.5,2.75,4.4
19012829,9.4,7.75,8.25,9.25,8.5,8.2
19012833,8,4.25,8.5,8.5,3.5,2.2
19012839,8,6.5,5.25,6.25,3.5,4.6
19012842,7.4,6.5,6.5,5.75,4.25,7.2
19012845,9.2,7.75,7,8.5,8,8.2
19012846,7.6,5.75,8.25,8,3.75,5.4
19012847,8.2,6.25,7.75,7,4.5,5.2
19012848,8.2,6,5.5,6,2.5,3.4
19012854,7.8,7,7.5,8.75,5.25,7
19012858,7.2,7.5,6.5,5.75,4.25,4
19012860,6.6,7.5,7,4.5,5.25,4
19012863,7.4,6.75,6.5,8.5,5,7
19012864,8.2,8,7.75,5,4.5,8
19012865,7.8,8,6,6.75,4.25,6.8
19012866,7.6,5.25,5.5,5.75,4,4.4
19012869,9.4,6,8,9.5,5,5.8
19012875,7.4,8.25,5.5,3.25,2.25,8.2
19012880,7.4,7,6.75,8.5,4,5.8
19012891,8.8,7.25,5.75,6.25,5,4
19012892,8,6.75,7.25,8,4.75,5.4
19012893,8.8,7,7.75,7.5,4.25,4
19012901,8.4,8.5,7.75,5.25,5.75,8.2
19012902,8.4,7,7.25,8.75,3.75,5.4
19012908,6.4,8,5.75,4.5,2.5,6.8
19012916,8.2,6.75,6.25,5.5,3.75,4.8
19012922,8.6,7.5,7,5.75,6.25,4.2
19012925,9.2,8,7.25,8.5,5.75,7
19012926,8.8,5.5,7.25,7.25,4,7.4
19012927,7.4,6.75,5.25,6,3.5,4
19012931,7.2,6.25,6.5,8.25,5.25,4.8
19012932,7.6,7.5,5.75,6,5.75,3.8
19012934,7,6.5,3.75,7.25,2.75,3.2
19012940,8.8,7.75,7.75,8.5,7.5,6
19012942,8,8.25,5.5,7.5,5.75,6.8
19012943,7.4,5.25,7,7.75,5.5,3.8
19012946,7.4,7.75,7.25,6.75,6,8
19012947,8,6.75,8,7.5,6,6.2
19012959,8.6,7,7.25,9,4.75,5.8
19012973,7.2,8.5,7,8.5,5,5.6
19012975,8,7.75,5.75,7.5,4,2.8
19012976,7.2,7.25,5.25,7.25,7,3.2
19012977,8.2,7,6.75,9,6.75,7.8
19012978,8.8,7.5,8,8.5,4.75,4.8
19012982,8.6,6.5,7.75,7.75,5.25,3.6
19012983,8,5.75,7,6,3.5,3.4
19012987,8.2,7,6.5,7.5,4.25,4.8
19012998,7.6,7.75,4,5.75,4,4.6
19013005,7.8,8.25,6.25,7.75,6.5,6.6
19013012,7.8,6.25,6.75,7.5,4.5,6.6
19013014,8.8,7,7.25,8.5,5.5,6.6
19013017,8.6,8.75,7.5,7.5,5,8.6
19013018,8.8,8.5,8.75,8,4.5,3
19013043,9.4,7.5,8.25,9,5.25,6
19013046,9.4,6.25,8,9,6,7.8
19013048,7.4,6.5,7.5,7.5,4,5.8
19013052,7.8,8.5,5.75,7.75,5.5,7
19013055,8.2,6.5,8.25,5,6,8.8
19013059,7.8,5.25,7.25,4,4.25,5.8
19013060,6.6,6,6.5,3,4.5,7.6
19013064,7.2,7.5,4.5,6.5,5,5.8
19013070,6.6,7.75,8.25,6.25,5.5,5
19013071,8,6.5,6.25,7.5,5.5,4.8
19013074,8.8,7.25,9,8.75,5.25,8.2
19013078,7.6,8.5,6,7.25,5,5.2
19013080,8.4,7.25,6.75,7.75,4.75,3.4
19013081,6.4,6.25,5.5,4.75,4.5,4
19013103,8.4,6.75,6.75,7.25,7.25,5.2
19013108,8,6.5,6,7.5,4,4.4
19013115,6.6,5.5,5.5,4.5,4.5,3.4
19013121,8,5,7,7.5,4,4.2
19013126,9.4,6.25,8.75,8.25,6,7.4
19013135,7.6,7.25,6.5,7.5,5.75,2.2
19013136,7.6,4.5,5.75,5.25,4.5,4
19013140,7.8,7.75,8.5,7.75,3.75,5.6
19013148,8.2,5.75,5.75,6,4.75,5
19013149,8.2,8,8.5,7.75,4,6.6
19013150,7.4,7.75,8,4.25,4.75,5.8
19013156,8.6,7.25,6.75,6.25,3.5,6.6
19013159,7.6,7.25,5.25,6.25,4.5,2.8
19013160,9.2,7.5,6,9.5,9,8.6
19013164,5.6,7.25,6.5,4.5,2.75,2.8
19013167,7.4,6.75,7,6.75,6.25,4.6
19013168,7.8,6.25,5.25,7.5,3,5.4
19013172,7.6,8,5.75,7.75,8,5.4
19013178,8.4,6.5,5.5,6.25,4.25,6.6
19013180,7.6,8,6.75,3.75,5.25,6.8
19013181,8.2,5.5,6.25,5,4.25,3
19013185,6.4,7,6,4,4,2.8
19013192,6.8,6,5.5,4,4.5,5
19013195,7.8,6.5,5.25,4.5,4,4.8
19013197,7.4,5.5,6.75,7.75,4.25,4.4
19013202,6.6,7,6.25,3.5,4.75,4
19013203,6.6,8,7,7.5,4.5,5.2
19013205,7.4,5.5,6.5,5.75,4.25,2.6
19013210,7.6,5,5.25,5.5,3.5,6.2
19013216,6.4,4.75,5,5.25,4,5.4
19013218,8.4,7,7.5,7.5,2.5,4.4
19013219,8.6,7.25,8.25,8,5,8.6
19013220,5.2,6,4.5,4.5,3.5,3.8
19013221,7.6,8.25,7,5.5,4.75,5.8
19013222,8.4,7.25,7,6.75,5.25,4.6
19013224,7.8,5,6.75,5,4.25,4.4
19013227,8,6.25,7.75,7,5.75,6
19013229,9,4,7.75,7.75,4.25,3.4
19013232,8.4,6.5,6.25,7.5,4.5,7.2
19013236,5.8,4.5,4.25,5.5,3.75,3.8
19013237,7.6,6.25,6,7,6.75,4.6
19013239,6.8,8.5,5.5,4.75,3.75,6
19013241,8.6,7,6.75,7,5,2.8
19013242,6.8,6.5,5.25,4.5,3.5,5.4
19013244,7.8,7,5.25,4.25,3.75,2.8
19013247,6.8,5.75,5.25,4.5,4.25,3
19013253,8,6.75,7.5,4.5,5.5,4.6
19013260,7.6,5.5,6.5,4.5,4.25,2.8
19013261,7.8,6.75,6.5,5.25,4,2.8
19013266,7.4,7.5,6.25,5.25,3,4.8
19013268,7.6,5.5,8.25,8.25,3.75,3
19013270,8.2,7,4.75,5.75,5,4
19013274,8,3.5,4,7.75,5,4
19013281,5.6,6.5,4.25,5.25,3.75,3.4
19013283,8,7,6,4.25,4.5,6.6
19013286,9.2,6.25,8.5,7.75,4.5,4.2
19013289,7,5,6.25,7.25,4.75,2.4
19013293,3.8,4.25,4.75,5.25,5,4
19013298,9,6.75,7.75,8,3.75,3.6
19013303,7.4,6.5,7.25,7,6,3
19013314,9,4.75,7.75,7.5,7,3.4
19013320,7.4,5.75,6.75,6.75,6.25,7.6
19013323,6.2,7,6,5.75,5,4.6
19013324,8,6,7,6.75,5.25,5.2
19013327,9,6.25,6.25,7.5,8,7.6
19013329,9.2,5.75,7.75,8.75,5,4.2
19013330,8.4,7.5,8,6,5.25,8
19013332,8.2,6.5,7,7.5,4.5,6
19013333,8,5,6.25,6,3.75,4.2
19013336,8.2,5.25,5.5,7.5,6.5,6.2
19013338,7.2,6.5,7,7.75,5,4.4
19013341,4.8,3.5,5.5,4.5,3.25,4.6
19013351,7,5.75,7,6,4.5,6.8
19013352,8,6.75,6.75,7.5,5.75,3.8
19013370,7.8,8.25,7.75,8.25,4.5,4
19013372,8,5,7.5,4.5,3.5,9.2
19013373,7.6,7,6.25,5,3.75,3.8
19013376,8.8,5.25,7.75,6.75,2.75,5.4
19013380,8.4,5,8.25,8,7.25,6
19013382,7.8,6.5,6.25,7.5,4.25,5.6
19013384,7.4,6.25,6.5,7.5,4,4.2
19013387,7.4,7.5,6,4.5,4.25,5.6
19013389,7.4,5.5,6,5.75,1.75,4.8
19013394,7.6,4.5,5.5,4.5,4.5,6.8
19013399,7,4.75,5.5,3.5,5.25,4
19013401,9,6.25,8.25,6.75,4.75,5.8
19013412,7.8,7,6.75,7.5,5.5,4.6
19013414,8.8,7.5,7.75,7.25,5.25,6.6
19013417,7.6,6.25,6,5.25,4.25,5.4
19013419,9.2,5,8,8,4.75,4.6
19013425,8.6,5.5,8.5,8.25,4.75,2.8
19013430,9.2,6.5,7.75,8.5,7.25,7.6
19013432,7.6,5,4.75,4.25,4.75,4.8
19013439,6.2,6,6.5,5,3,2.6
19013443,7,5.25,6.75,6.5,2.5,3.4
19013444,7,7,5.5,4.25,2.25,4.2
19013453,8,7.75,6.75,6.25,6,4.8
19013462,8.6,6,9,8,5,5.6
19013463,8.2,6.25,8,5.75,4.5,4.8
19013467,9.2,6.25,7,5.25,4.75,3.8
19013471,8.4,5.25,7.5,7.5,3.5,5.4
19013473,7.8,7.75,7,6.75,4.75,4.6
19013480,7.2,6.25,5,3.25,3,2.6
19013481,8.2,7,6.75,7.25,5.25,3.6
19013483,7.2,6.25,4.5,4.5,4.5,3
19013485,7.6,7.75,7.25,7.5,4.25,2.6
19013487,8.6,7.5,6.75,5,6,8.8
19013500,8.2,6.75,7,6.75,4.25,4.8
19013501,7.2,7,7.5,6.5,4.75,5.4
19013505,8.8,6.5,5.25,7.5,7,4
19013507,7.6,7.5,7,5.5,5.25,3.2
19013508,7.4,6.25,6.25,6.25,3.5,3.6
19013509,7.8,6.5,6,4.5,4.5,5
19013517,8,7.5,5.75,6.25,5,5.6
19013523,7.8,5.5,5.5,3.75,4.5,2.4
19013524,8.2,6.5,8,6.5,5.5,4.6
19013526,7.4,6.75,7.5,8,4.25,5
19013530,5.8,6.5,6.5,5.25,5.5,3.4
19013532,7.6,6,7.5,8,3.75,4.8
19013534,6.4,5,6,6.5,3.75,6
19013535,7.6,6.75,5.25,5.5,3.75,4.8
19013536,7.8,7.5,6.25,5.75,7.5,8.4
19013537,6.6,5,5.5,6.25,4,3.8
19013538,7,6.75,5,6.25,4.5,2.8
19013543,7.2,7.75,7,7.75,3.75,7.4
19013554,8.2,7.5,7.75,5.75,3.5,8.6
19013556,8.6,6.75,7.25,8.25,4,5.6
19013559,7.2,6,7.5,7.25,5.25,4.8
19013560,6.4,6.75,4.25,6.5,3.5,2.2
19013562,8,7,7.5,7.5,3.75,6.8
19013563,7.8,6.5,6.75,7,5,4
19013566,6.8,6.5,7.5,4.75,3.25,5
19013567,8.2,6.75,5.75,7.75,3.25,3.2
19013570,7.8,6,6.5,7.5,4.75,4.4
19013573,7.6,6.25,7.75,6.5,5.25,3.6
19013577,7.8,8.5,5,5.5,3,4.4
19013579,6,4,4.5,6.5,4.25,2.8
19013583,7.2,8.25,5.25,4.5,4.5,5
19013586,7.8,6.5,6.5,8.25,5.25,4.4
19013588,7.8,7.5,6.25,4.5,4.75,4.6
19013590,7.4,6.75,4.75,4.25,4.25,3.6
19013591,7.4,7.25,5.25,5.75,3.5,6.8
19013594,7.4,6,6.5,5.75,4,4.6
19013596,7,6,6,6.5,5.25,3.4
19013597,8,8.5,7.75,6.75,7,5.2
19013606,8.8,6.25,8.75,7.75,5,5
19013607,8,5,6.5,4.75,5,6.6
19013610,7,6,4.75,4.25,3.5,5
19013612,8.6,5.5,9.25,8.5,6.25,4
19013620,8.2,7.5,7.5,7.75,6.25,5
19013621,6.8,3.75,7.75,5,5,4.6
19013622,8,6.5,6.25,5,5.5,8.8
19013631,7,4.5,5,4.5,3.75,4.8
19013633,7.8,5,7,5.5,3.75,3.6
19013634,5.2,6,6,4.5,3.5,4.4
19013637,6.8,7.25,5.25,4,5.5,7.2
19013641,7.6,7.5,5.75,5.5,4.25,3.8
19013642,7.4,6.25,5,6,4.25,4.4
19013645,7.2,6.25,6.25,5.75,4.5,5.2
19013647,7,6.25,6.5,5.25,4,3.8
19013648,7.8,5.5,6.75,7.5,5.5,4.4
19013650,7,7.25,5,4.25,4.75,2.6
19013652,8.8,5.5,8,8.25,6,6.4
19013654,9,6.25,8.5,6.25,4.5,3.4
19013658,8.6,6.5,7.75,8.75,5,3.4
19013661,8.8,7.25,8.25,8,4.5,6.2
19013662,7.8,6.5,6,6.75,4.25,3.6
19013663,6.8,6.25,4,4.75,5,4.8
19013664,8,7.5,8.25,8,5.25,6.6
19013667,8.2,6,8,6.5,7.5,4.2
19013671,7,6,8.25,6.25,5.75,6
19013672,8.6,5.5,8.25,8,5,4.4
19013673,7.8,7.5,6.5,7.5,5,5.8
19013675,8.6,6,5.25,6.25,4.25,4.6
19013679,6.2,6.75,3.75,6,5.25,2.6
19013681,8.2,7.25,6.5,7.5,6.25,5.4
19013682,8.6,7.25,7.75,7.5,4.75,3.4
19013683,8.2,6.5,7.25,9.25,5,3.8
19013687,8.6,7,7.75,8,5.25,5.8
19013688,7.6,3.25,6,6.25,5.25,6
19013693,8,7.25,7.5,9,5.5,6.2
19013701,7,6,4.75,4.25,2.75,2.6
19013702,8.6,6.75,7.75,7.75,5.75,5.2
19013704,7,6.75,8,6,4,5
19013705,7.6,8,5.5,6.25,5,5.2
19013708,8,4.25,6.25,3.75,4.5,3.6
19013709,8.8,5.5,7,6.25,4.25,4.2
19013710,7.6,7.25,6,5.75,4,4.8
19013713,6,6.5,4.5,3.25,3,2.8
19013715,8.8,6,8,7.75,6,4.8
19013716,7.8,6.25,8,6.75,3.5,3
19013718,7.2,5.25,6,3.75,4.5,4.6
19013721,7.2,7.5,6.5,4.25,4.25,3.8
19013724,5,4.5,4.5,3.25,2.75,3.8
19013727,8.6,7.5,7,8,6,5.6
19013728,8,7.25,7,6,4.5,5.4
19013732,7,6.75,7,6.75,3.75,6.6
19013734,8.6,6.75,8.5,8.75,5,6.8
19013737,7.8,7.75,6.25,7.5,6.5,5.4
19013739,8,6,6.75,5,4.25,3
19013743,8,6.25,7.75,6.25,4.5,5.2
19013746,7.2,7.75,5,3.75,4,4.4
19013755,8,6.5,6.5,7.5,5,5.6
19013756,8.2,4.5,6.25,4.25,5.75,7
19013763,5.4,7.5,4,2.75,3.25,5.4
19013764,7.4,5.25,8,7.25,6.5,9
19013765,8,5.75,7.25,6.5,3.5,6
19013769,8.6,4.25,6.5,7,4.5,2.6
19013771,6.8,5.25,5,5.5,2.25,3
19013773,7,6.25,7,6.75,2,3.6
19013775,7.6,5.75,3.25,4.5,5.25,3.2
19013778,7.8,5.75,6.5,4.5,4.25,2.4
19013780,7.4,5.75,6.25,6,4.75,4.4
19013782,6.6,7.75,4.25,5.25,4,3.2
19013785,8,7.5,7.5,6.25,4,4.2
19013792,4,4.75,3.5,4,2.5,3.6
19013793,7.8,5,6,5.25,4.25,3.2
19013794,6,5,6.75,4.75,3.75,3
19013795,6.6,4,4.75,3.25,2.5,3.6
19013796,8,5,7.25,4.25,5.5,8.2
19013798,8.6,7.5,7.25,8.75,4.25,4.2
19013800,8.6,6.25,6.5,6.75,4.25,4.6
19013804,6.8,6.25,6.5,5,3.5,3
19013808,7.8,6.25,6.5,6,5.5,3.4
19013811,9,7,8,7.25,6.5,3.6
19013813,9.4,5.5,7.5,7.75,4.5,3.2
19013818,4.8,7.25,4,4,3.75,3
19013820,8.6,6.5,6.75,7.5,4.5,6.4
19013823,7.2,6.75,7.25,5.5,4.5,3.4
19013825,7.8,5.75,5.75,7.25,3.5,3.8
19013827,7.4,6.25,6.5,6.25,6.75,4.4
19013829,8.2,7,7.25,7.25,4.75,4.6
19013831,7.2,7,5.75,7.25,3.5,4.8
19013834,8.2,6.75,6,6.25,4,2.8
19013836,7.8,5.25,6.5,6.25,5.5,5
19013837,6.8,5.75,4.75,6.25,6.5,3.2
19013840,9,6,7,6.5,4.25,5
19013854,6.4,7,6.5,4.75,4.5,6
19013856,7.4,6.5,7.5,8.25,4.5,3.2
19013857,6.8,7.25,6.75,5.5,3.75,3.8
19013860,8.8,6.25,8.5,7.5,5.75,6.4
19013870,4.2,5.75,5.5,4,4,5
19013874,7.2,7,6.75,6.75,4.25,3.8
19013875,8.2,8,5.75,6,6,4.8
19013879,7.2,5.75,5.25,6,2.75,3.4
19013881,5.6,5.5,3.25,3.5,4.75,2.8
19013882,7.2,7,3.75,5.25,2.25,3.6
19013883,8.2,5.5,5,8.75,7.5,4
19013886,8.6,6.25,7.75,7.75,4.25,8.6
19013887,8,6.25,7.75,7,3.75,6.6
19013889,8.4,7,7.25,7.5,4,7
19013890,9.2,7.75,6.5,8.25,9.75,6.4
19013891,8.2,5.75,5.75,6.75,2.75,3.8
19013893,5.6,6,6,6.75,5.5,3.8
19013895,8.8,6.25,7.5,7.25,6,3.2
19013898,7.4,7.75,7.25,8.25,5.25,5.4
19013904,8.4,6.5,5.25,6.75,5,7.8
19013905,7.8,6.25,6.25,7.75,5.25,5
19013908,8.4,7,7.75,8,3.25,6
19013909,8.4,7.25,7.5,8,5,4.8
19013910,5.8,7,3.75,5.5,3.25,2.6
19013911,8.4,7.75,7.25,8.5,5.75,3
19013912,8.4,8.25,7.5,4,4.5,8.4
19013914,8.6,8,7,5,5,8.2
19013915,7.8,7.25,4.75,7.25,7.75,6.4
19013916,7.8,6.5,5.5,6,5,7.2
19013920,7.6,7,7.25,7.5,3.5,3.4
19013924,8.6,7,7.75,7.25,4.25,5.2
19013925,8,7.25,7.5,7,4.5,6.6
19013926,7.2,4.75,5.25,5.25,3.25,4.4
19013931,8.6,7.5,8.75,8,5.25,4.6
19013932,8.8,6.75,9,8.25,7.75,9.6
19013934,9.2,7,8,4.75,5,9.6
19013936,9.8,5,9.25,8,6.75,9.6
19013938,9,7.5,8.25,6.25,5.25,9.4
19013945,8.6,5.5,7.5,4.75,4.5,9.8
19013946,9,6.5,8,8.5,5,6.2
19013954,9.2,7.5,7.25,8.75,9,7
19013957,8.8,7.25,7,8,5.5,5.2
19013958,9,5.5,7.25,8.75,5.25,9
19013960,7.6,6.25,6.75,8.5,4.25,6.8
19013962,8,6.25,5.5,7.75,5,5.4
19013964,8.6,7,7.5,8.25,5.5,7
19013966,8,7.5,7.25,7.5,5.5,6.2
19013967,5.8,4.75,6.25,7.5,3,7.6
19013969,9.4,8.5,7,4.5,5,9.8
19013972,8.8,6,6.75,6.5,4.5,4.4
19013973,9,7.25,8.25,9,5.75,6.4
19013974,8.4,6.75,7.25,8.25,4.25,2.4
19013975,9.2,6.5,6,8,8.25,7.4
19013976,8.4,7.5,6.75,3.5,2.75,8.6
19013978,8.4,6.75,8.5,8.5,4.25,5.8
19013980,8.8,5.75,8.75,8.75,5.25,2
19013981,8.6,6.75,8,8,3.25,3
19013982,9.2,6.25,6.5,7.5,3.25,3.8
19013983,6,6.5,5,7.25,4,4.6
19013984,7.2,5.5,6.5,7.25,4.25,3
19013987,8.6,5.75,6.5,9,7.75,3.2
19013989,9.4,6.25,7.25,8.75,7.75,6
19013991,8.4,6,6,7.25,3.25,7
19013992,8.4,8.5,6.75,4.25,4.75,9.2
19013997,9,5.5,9.5,3.5,7,9.4
19013999,7.6,7.25,4.25,7.5,6.75,5.8
19014003,8.6,8.25,5.25,8.5,7.75,8.2
19014004,8.4,7.25,7.25,8.75,4.5,5.2
19014007,7.4,6.5,5.25,6.5,4.5,3.4
19014009,8.2,6.5,5.25,7.25,8.75,5.4
19014018,9.8,7,9,9,7.5,9.6
19014020,9,6.75,7.25,5.25,5.5,8.8
19014021,8.6,6.75,7.5,5.75,5.25,9.8
19014024,8.2,7.25,7.25,6.5,5.5,8.8
19014025,7.8,7.25,6.25,4.5,3,7.4
19014026,8.8,7.25,8,5,5,8.8
19014027,9,8.5,9,5.25,5.25,9
19014033,6,5.75,5.25,6.5,4.75,5
19014036,8.2,7.5,7.5,7.25,4.75,4.4
19014038,8.8,8.25,8.25,8.75,5.75,6.6
19014039,7.6,8.5,6.75,2.75,3.75,9.2
19014044,8,7,6.75,4.75,4,8.4
19014046,8.6,5.75,6.75,8.25,5.5,3.8
19014047,8.2,6.75,6.75,6.75,5,4.4
19014053,8.4,7.75,7,8.5,4.25,7.2
19014059,6.6,6.5,4.5,7.5,4.25,5.6
19014065,7.8,7,7.25,8,5,5
19014066,8.4,7.25,6,6,6.25,9.6
19014068,8,5,6.25,7.5,3,4.2
19014070,8.8,8,8.25,6.5,5.25,9.2
19014071,7.6,6.75,6.25,6,2.75,5.6
19014072,8,6.75,7.75,6.75,3.5,3
19014073,8.4,7.25,8,7.75,5,4.2
19014078,7.2,6,6.25,7.5,5.5,3.2
19014080,8,6.5,4.75,8,7.75,5.6
19014082,8,6.75,5.25,6.75,6.75,5.4
19014083,7.8,6.5,7.75,6.25,5,7.8
19014084,7.6,6,7.5,7,4.25,4
19014086,8.2,6.5,7.25,8.25,3.75,2.8
19014089,8.6,6,7.5,9.25,4.25,7.2
19014090,8.4,6.75,9.25,5.75,6.5,8.8
19014091,8.2,6.25,5.25,6,5.5,4.6
19014100,8.4,6.5,7.5,8.25,5.25,7.8
19014101,8.8,5.5,8.5,8.5,6,4.2
19014106,9.6,7.25,8.5,9,8,9.2
19014109,8.4,7.25,5,6.5,4.5,4.2
19014111,7.4,6.25,5.75,8,6.25,7
19014113,9,8.25,8.5,7.25,5.75,8.8
19014116,7.6,6.75,6,7,3.5,5.4
19014122,8.6,9,6.25,6.25,5.25,9.4
19014127,8.4,6.75,6.25,6.5,5.25,5.6
19014129,8.2,8.25,7.5,8.5,5.75,5
19014132,8,8,6.75,7.75,4.25,5
19014133,8.8,7.5,7.25,5.25,3.75,9
19014134,7.6,8.5,5.75,7.75,6.75,6.4
19014135,8.4,7.25,8.75,8.75,6,7
19014137,8.6,7,8.5,8.5,7.75,6.6
19014138,7.8,6.25,8,7.75,3.5,4.2
19014139,8.8,6.75,8.75,6.75,6.25,9.2
19014140,8.2,8.25,6.5,4.25,4,8.6
19014143,8.2,7.5,4.5,7.25,7.5,7.2
19014144,9.2,7.5,8.25,7.75,6,9.4
19014145,8.6,8,7,8.5,5.25,4.2
19014148,8.6,8.5,7.5,5,5.5,9.4
19014150,8.6,8.5,7.5,5,4,8.8
19014151,8.4,7.5,6.75,7.5,5.75,6.2
19014152,6.8,7.25,3.75,7,4.75,3.8
19014154,7.8,6.75,3.75,8.25,6.75,3.6
19014155,7.4,8,7.25,7.5,4.25,6.2
19014156,7.6,6.75,6,6.75,7,8.4
19014163,8.8,8.5,6,6.75,5,9.6
19014166,7.4,7,6.25,7.75,5.75,5.6
19014167,8.2,8.75,8,8,7.75,9.2
19014170,8.8,5.25,8.5,8.75,6.75,7.8
19014171,8.8,5.75,8.75,9,3,8.2
19014174,8.4,7,8,8.5,6.25,7
19014180,9,7.75,7.75,8.75,9.25,6.4
19014182,9.4,7.5,8.75,9,5.5,5.8
19014184,7.8,7.5,7.5,5.75,4.5,3.6
19014186,9.2,6.25,8.75,9,5,7
19014190,9.2,7.25,8.75,8,9,8.4
19014195,6.2,7.25,6.5,7.5,4.5,6.4
19014197,7.8,7,7,4.25,5.25,8.4
19014198,9.6,7.25,9.25,9.25,9.5,8.8
19014200,9,7,8.25,8.5,6.25,8.6
19014202,6.6,6.75,2.75,3.25,4.75,3.4
19014203,8.2,8.75,6.5,3.75,3.5,9.4
19014207,8.4,8,7.75,7.5,4.5,3.4
19014208,8.8,8.25,7.75,5,5,8.2
19014209,8.8,6.75,6.75,7.75,8.5,8.6
19014212,8.8,8.75,6.75,6.5,6.25,9
19014213,8.6,7.25,6.75,8,8.5,5.6
19014218,8.2,6.5,4.75,4,4.75,8
19014220,9.2,7.25,7.75,8.25,6,5.2
19014222,9.4,7.5,7.25,8.75,4.5,6.4
19014223,7.2,6.5,7,8.5,4.5,3.2
19014224,8.8,7,7.25,6.25,6.25,5.2
19014225,9.8,6.5,9.75,9.75,8.25,9.2
19014226,8.6,7,8,8,6.5,4
19014227,8,6.25,4.75,3.75,3.75,3.6
19014228,8.6,6.5,7.25,8.5,4,2.8
19014234,7.8,8,7.25,7,5.25,7.8
19014235,7.8,8.25,6.5,6.25,5,4.2
19014236,8,6,6.5,7,3,6.2
